,Unnamed: 0,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality,Postal_code
871,871,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1500 sqft,"19,000", Kompally ,No code
872,872,2 BHK Apartment,From Dec '19,Furnished,Bachelors/Family,900 sqft,"30,000", Madhapur-,No code
873,873,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1800 sqft,"40,000"," Khaja Guda, Outer Ring Road ",No code
874,874,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1090 sqft,"16,000", Santosh Nagar-Mehdipatnam ,500028
875,875,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1217 sqft,"22,500"," Narsingi, Outer Ring Road ",No code
876,876,3 BHK Apartment,2,Semi-Furnished,Family,1660 sqft,"32,000"," Golden Tulip Estate, Kondapur ",500084
877,877,2 BHK Apartment,2,Furnished,Bachelors,1200 sqft,"35,000"," Kakatiya Hills, Nizampet ",500090
878,878,3 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,1600 sqft,"22,000"," Moosapet, NH ",500072
879,879,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1250 sqft,"15,000"," Gudi Malkapur, Mehdipatnam ",500028
880,880,2 BHK Apartment,1,Furnished,Bachelors/Family,1300 sqft,"35,000"," Camelot Venture, Camelot Layout, Kondapur ",500084
881,881,2 BHK Apartment,1,Furnished,Bachelors/Family,1300 sqft,"35,000"," Camelot Venture, Camelot Layout, Kondapur ",500084
882,882,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1050 sqft,"17,000"," Chandanagar, NH ",500050
883,883,2 BHK Apartment,1,Unfurnished,Bachelors,1200 sqft,"16,500"," Manikonda, Outer Ring Road ",No code
884,884,2 BHK Apartment,2,Unfurnished,Bachelors,1150 sqft,"10,500", Nizampet ,No code
885,885,2 BHK Apartment,1,Semi-Furnished,Bachelors,1500 sqft,"8,500"," Beeramguda, Ramachandra Puram, NH ",502032
886,886,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,2100 sqft,"25,000", Azampura ,500024
887,887,1 BHK Apartment,1,Unfurnished,Bachelors/Family,East Facing Property,"7,500", Bholakpur,No code
888,888,2 BHK Apartment,North,Furnished,Bachelors/Family,1200 sqft,"12,000"," Madinaguda, Hafeezpet, NH ",500049
889,889,2 BHK Apartment,Immediately,Unfurnished,Bachelors,950 sqft,"6,200"," Peerzadiguda, NH ",No code
890,890,2 BHK Apartment,1,Semi-Furnished,Bachelors,1200 sqft,"18,000"," Ayodhya Nagar, Quthbullapur ",500055
891,891,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1465 sqft,"21,000", Visakhapatnam ,No code
892,892,2 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1050 sqft,"14,500", Hyderabad ,No code
893,893,Studio Apartment,1,Semi-Furnished,Bachelors/Family,,"15,000", Satya Sai Sivaram Heights,
894,894,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,150 sqyrd,"12,000"," Beeramguda, Ramachandra Puram, NH ",502032
895,895,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1314 sqft,"32,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
896,896,2 BHK Apartment,1,Furnished,Bachelors/Family,,"22,000"," LB Nagar, NH ",500074
897,897,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1200 sqft,"18,000", Hyderabad ,No code
898,898,3 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1600 sqft,"30,000"," Uma Nagar, Begumpet ",500016
899,899,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1050 sqft,"16,000", Nizampet ,No code
900,900,3 BHK Apartment,East,Unfurnished,Family,1465 sqft,"21,000"," Dhyanish Lake View, Kukatpally, NH ",No code
901,901,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"15,000", Old Bowenpally ,No code
902,902,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1200 sqft,"20,000"," Narsingi, Outer Ring Road ",No code
903,903,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1200 sqft,"22,000"," Kachiguda, NH ",No code
904,904,2 BHK Builder Floor,Immediately,Furnished,Bachelors/Family,930 sqft,"12,000"," Anjaneyanagar Colony, Boduppal ",500092
905,905,2 BHK Apartment,2,Semi-Furnished,Family,900 sqft,"16,000"," Miyapur, NH ",500049
906,906,2 BHK Builder Floor,From Jan '20,Unfurnished,Bachelors/Family,825 sqft,"20,000"," Chirag Ali Lane, Abids ",500001
907,907,1 BHK Apartment,From Jan '20,Semi-Furnished,Bachelors/Family,,"10,800"," Beeramguda, Ramachandra Puram, NH ",502032
908,908,5 BHK Builder Floor,1,Semi-Furnished,Bachelors/Family,3000 sqft,"25,000", Mallapur ,No code
909,909,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1135 sqft,"20,000"," Kukatpally, NH ",500090
910,910,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1130 sqft,"17,000", Near Bajaj Electronics ,507001
911,911,3 BHK Apartment,3,Furnished,Bachelors/Family,,"27,000"," Annojiguda, NH ",501301
912,912,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1000 sqft,"11,000"," Beeramguda, Ramachandra Puram, NH ",502032
913,913,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"10,000"," Happy Homes Colony, Hyderabad Expressway ",No code
914,914,1 BHK Apartment,1,Semi-Furnished,Bachelors/Family,,"6,000"," Peerzadiguda, NH ",No code
915,915,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1065 sqft,"9,000"," Bachupally, Outer Ring Road ",No code
916,916,3 BHK Apartment,2,Semi-Furnished,Family,1400 sqft,"11,000", Attapur ,No code
917,917,2 BHK Apartment,1,Semi-Furnished,Bachelors,1314 sqft,"30,000", Nanakram Guda ,500032
918,918,1 BHK Builder Floor,,Bachelors/Family,1,,"8,500", Vidya,18353
919,919,3 BHK Apartment,From Dec '19,Furnished,Bachelors/Family,1675 sqft,"45,000"," Gachibowli, Outer Ring Road ",No code
920,920,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1000 sqft,"6,500"," Nagarjuna Nagar colony, Secunderabad ",500062
921,921,2 BHK Builder Floor,1,Unfurnished,Bachelors/Family,950 sqft,"11,500", Toli Chowki ,500008
922,922,3 BHK Apartment,3,Semi-Furnished,Bachelors,1800 sqft,"35,000"," Shanti Nagar, Secunderabad, NH ",500017
923,923,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,1000 sqft,"10,000", New Dilsukh Nagar Colony ,500060
924,924,3 BHK Apartment,1,Semi-Furnished,Family,1500 sqft,"17,000"," Kukatpally, NH ",500090
925,925,2 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1100 sqft,"9,000"," Old Alwal, Secunderabad, Siddipet Road ",500015
926,926,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1100 sqft,"10,000"," Bachupally, Outer Ring Road ",No code
927,927,2 BHK Apartment,1,Unfurnished,Bachelors/Family,1314 sqft,"32,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
928,928,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1475 sqft,"28,000"," Kukatpally, NH ",500090
929,929,2 BHK Apartment,2,Furnished,Bachelors/Family,1360 sqft,"30,000"," Kondapur, Kondapur ",No code
930,930,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1350 sqft,"18,000", Suchitra Circle ,No code
931,931,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1000 sqft,"11,000", Motinagar ,No code
932,932,1 BHK Penthouse,Immediately,Unfurnished,Family,,"9,500", Jayaprakash Narayan Nagar,500049
933,933,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,,"18,000"," Miyapur, NH ",500049
934,934,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"11,000", Sainikpuri ,No code
935,935,2 BHK Penthouse,Immediately,Unfurnished,Bachelors/Family,900 sqft,"7,000"," Beeramguda, Ramachandra Puram, NH ",502032
936,936,1 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,,"8,000", SBI,L5T 2N5
937,937,3 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,3000 sqft,"35,000", Raidurgam ,No code
938,938,3 BHK Builder Floor,Immediately,Furnished,Bachelors/Family,2000 sqft,"30,000", Karkhana ,44600
939,939,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,900 sqft,"8,000"," Beeramguda, Ramachandra Puram, NH ",502032
940,940,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,950 sqft,"7,000", Trimulgheery ,No code
941,941,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1500 sqft,"50,000"," Arunodaya Colony, Vanasthalipuram, NH ",500070
942,942,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,210 sqyrd,"9,000", Gudimalkapur ,500264
943,943,3 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1450 sqft,"18,000", Toli Chowki ,500008
944,944,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"15,000"," Miyapur, NH ",500049
945,945,3 BHK Apartment,3,Unfurnished,Family,1565 sqft,"17,000"," Bachupally, Outer Ring Road ",No code
946,946,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1250 sqft,"15,000", Nizampet ,No code
947,947,1 BHK Penthouse,Immediately,Unfurnished,Bachelors/Family,,"13,000", Kondapur,No code
948,948,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1160 sqft,"15,000", Kothapalli ,533447
949,949,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1900 sqft,"24,000", Opposite to Canara Bank ,
950,950,3 BHK Builder Floor,Immediately,Furnished,Bachelors/Family,1450 sqft,"30,000"," Rethibowli, Mehdipatnam ",No code
951,951,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1100 sqft,"15,000"," Malkapur, NH ",443101
952,952,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,122 sqyrd,"9,000"," Kings Colony, Nawab Saheb Kunta ",500052
953,953,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1050 sqft,"15,000", Gajularamaram ,No code
954,954,1 BHK Builder Floor,1,Unfurnished,Bachelors/Family,read more,"13,500", Jagruthi,90007
955,955,1 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,,"13,000", Hyderabad,No code
956,956,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1090 sqft,"9,500", Karmanghat ,No code
957,957,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,150 sqyrd,"20,000", Shalibanda ,No code
958,958,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1000 sqft,"11,000", Arvind Colony ,500008
959,959,2 BHK Builder Floor,From Jan '20,Semi-Furnished,Bachelors/Family,1150 sqft,"17,000"," Methodist Colony, Begumpet ",500016
960,960,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1350 sqft,"12,000", Dharam Karan Road ,500016
961,961,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1050 sqft,"10,000"," Bachupally, Outer Ring Road ",No code
962,962,3 BHK Apartment,From Jan '20,Semi-Furnished,Bachelors/Family,1595 sqft,"25,000"," Chandanagar, NH ",500050
963,963,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1650 sqft,"16,500"," Old Malakpet, NH ",500036
964,964,3 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1440 sqft,"18,000"," Murad Nagar, Lal Darwaza, Falaknuma Road ",No code
965,965,3 BHK Apartment,1,Unfurnished,Bachelors,1200 sqft,"15,000"," Saroor Nagar East, Saroornagar, NH ",No code
966,966,2 BHK Apartment,East,Semi-Furnished,Bachelors/Family,1073 sqft,"21,000"," Sanath Nagar, NH ",500038
967,967,1 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,,"5,000", Hayatnagar,No code
968,968,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1000 sqft,"20,000"," Moti Nagar-Erragadda, NH ",500018
969,969,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,925 sqft,"20,000", Raj Bhawan Road ,No code
970,970,2 BHK Apartment,From Jan '20,Unfurnished,Bachelors/Family,900 sqft,"12,500", Nizampet ,No code
971,971,2 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,1100 sqft,"10,500"," Gudi Malkapur, Mehdipatnam ",500028
972,972,1 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,,"9,000"," Hafeezpet, NH ",No code
973,973,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,1680 sqft,"18,000"," Chilka Nagar, NH ",500076
974,974,Studio Apartment,Immediately,Unfurnished,Bachelors/Family,read more,"7,500", Begumpet,No code
975,975,4 BHK Apartment,1,Semi-Furnished,Bachelors/Family,2000 sqft,"23,000", Begumpet ,No code
976,976,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1300 sqft,"20,000", Humayun Nagar ,500028
977,977,3 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1520 sqft,"10,000"," Safilguda, Secunderabad ",No code
978,978,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1050 sqft,"30,000", Madhapur ,No code
979,979,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1300 sqft,"16,000", Kompally ,No code
980,980,3 BHK Apartment,1,Unfurnished,Bachelors/Family,,"15,000", King Koti,No code
981,981,2 BHK Apartment,North,Semi-Furnished,Bachelors/Family,1200 sqft,"25,000", Begumpet ,No code
982,982,2 BHK Apartment,1,Furnished,Bachelors,1100 sqft,"16,500"," Pragathi Nagar, Kukatpally ",No code
983,983,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"10,500"," Sun City, Bandlaguda, Chevella Road ",No code
984,984,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1800 sqft,"18,000"," Tellapur, Outer Ring Road ",No code
985,985,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1297 sqft,"18,000"," Miyapur, NH ",500049
986,986,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1120 sqft,"15,000", ,
987,987,2 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,125 sqyrd,"20,000"," Manikonda, Outer Ring Road ",No code
988,988,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1080 sqft,"13,500", Kothapet ,No code
989,989,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1720 sqft,"25,000"," Dollar Hills, Manikonda, Outer Ring Road ",No code
990,990,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1900 sqft,"35,000", Kondapur ,No code
991,991,3 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,1500 sqft,"13,000", Nacharam ,No code
992,992,1 BHK Apartment,Immediately,Furnished,Bachelors/Family,read more,"30,000", Hitech,73107
993,993,4 BHK Apartment,Immediately,Furnished,Bachelors/Family,2050 sqft,"45,000"," Srinagar Colony, Old Malakpet, NH ",500036
994,994,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1140 sqft,"16,000", Shaikpet ,No code
995,995,2 BHK Builder Floor,East,Semi-Furnished,Bachelors/Family,1100 sqft,"18,000", Mehdipatnam ,No code
996,996,3 BHK Apartment,2,Furnished,Bachelors/Family,2000 sqft,"40,000"," Anand Nagar-Khairatabad, NH ",500004
997,997,2 BHK Apartment,2,Unfurnished,Family,780 sqft,"5,500", Malkajgiri ,No code
998,998,3 BHK Apartment,4,Semi-Furnished,Bachelors,2500 sqft,"40,000", Nanakram Guda ,500032
999,999,2 BHK Builder Floor,2,Unfurnished,Bachelors,1090 sqft,"30,000", Hyderabad ,No code
1000,1000,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1000 sqft,"10,000"," Upparpally, Hyderabad Expressway ",No code
1001,1001,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1050 sqft,"8,000"," Kistareddypet, Outer Ring Road ",No code
1002,1002,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1834 sqft,"39,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
1003,1003,2 BHK Apartment,2,Unfurnished,Bachelors,1040 sqft,"20,000", Gudimalkapur ,500264
1004,1004,2 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1200 sqft,"12,000", Old Bowenpally ,No code
1005,1005,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,950 sqft,"9,000", Gollaguda ,501203
1006,1006,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"16,500", Kondapur RTO ,500084
1007,1007,2 BHK Apartment,2,Unfurnished,Bachelors/Family,,"14,000", Alakapur,500035
1008,1008,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1100 sqft,"16,000", Asif Nagar ,No code
1009,1009,2 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1550 sqft,"25,000"," Prime Bhadradri Towers, Kukatpally, NH ",500072
1010,1010,2 BHK Service Apartment,2,Unfurnished,Bachelors/Family,500 sqyrd,"7,500", Surya Nagar-Quthbullapur ,500055
1011,1011,2 BHK Apartment,1,Unfurnished,Bachelors/Family,880 sqft,"7,000", Bhadurpalle ,No code
1012,1012,2 BHK Apartment,3,Unfurnished,Bachelors/Family,1300 sqft,"20,000", Hyderabad ,No code
1013,1013,Studio Apartment,1,Semi-Furnished,Bachelors/Family,read more,"12,000"," Domalguda, Himayath Nagar, NH ",500029
1014,1014,3 BHK Apartment,1,Furnished,Family,1155 sqft,"11,000"," HMT swarnapuri colony,Miyapur ",500049
1015,1015,3 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1750 sqft,"26,000"," Nanal nagar, Mehdipatnam ",No code
1016,1016,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1000 sqft,"16,000", Hyderabad ,No code
1017,1017,2 BHK Apartment,1,Unfurnished,Bachelors,1080 sqft,"6,000", Dammaiguda ,500083
1018,1018,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1950 sqft,"20,000"," Gulshan Colony, Qutub Shahi Tombs ",500008
1019,1019,1 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,,"15,000", Anjaneyanagar Colony,500092
1020,1020,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1050 sqft,"25,000", safa complex Sivarampalli ,500052
1021,1021,																																								2 BHK Builder Floor																									            	,							Immediately			            ,Furnished,Bachelors/Family,1100 sqft,"           	 			           	 			15,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Bachupally, Outer Ring Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",No code
1022,1022,																																								3 BHK Apartment																									            	,							Immediately			            ,Furnished,Bachelors/Family,1600 sqft,"           	 			           	 			40,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Narsingi, Outer Ring Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",No code
1023,1023,																																								2 BHK Penthouse																									            	,4,Unfurnished,Bachelors/Family,2000 sqft,"           	 			           	 			25,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Hafeezpet, NH  ",No code
1024,1024,																																								1 BHK Builder Floor																									            	,							Immediately			            ,Furnished,Bachelors/Family,,"           	 			           	 			15,000           	 		", 									,
1025,1025,																																								3 BHK Apartment																									            	,							Immediately			            ,Furnished,Bachelors/Family,1650 sqft,"           	 			           	 			22,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Bhagya Nagar Colony, Secunderabad 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",500083
1026,1026,																																								2 BHK Builder Floor																									            	,2,Unfurnished,Bachelors/Family,1400 sqft,"           	 			           	 			13,500           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Pragathi Nagar, Kukatpally 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",No code
1027,1027,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1854 sqft,"           	 			           	 			50,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	,
1028,1028,																																								3 BHK Apartment																									            	,							Immediately			            ,Furnished,Bachelors/Family,1250 sqft,"           	 			           	 			32,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	KPHB 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
1029,1029,																																								3 BHK Apartment																									            	,West,Semi-Furnished,Bachelors,2400 sqft,"           	 			           	 			24,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Osman Nagar 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
1030,1030,																																								2 BHK Builder Floor																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1200 sqft,"           	 			           	 			10,500           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Bandlaguda 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
1031,1031,																																								3 BHK Builder Floor																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1580 sqft,"           	 			           	 			35,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Whitefield 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
1032,1032,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1600 sqft,"           	 			           	 			38,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Aziz Bagh Colony, Toli Chowki 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",500008
1033,1033,																																								3 BHK Builder Floor																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1100 sqft,"           	 			           	 			45,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Aurora Colony 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,97002
1034,1034,																																								2 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,1130 sqft,"           	 			           	 			8,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Sai Nagar Colony 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,500068
1035,1035,																																								3 BHK Builder Floor																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1427 sqft,"           	 			           	 			25,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Saleem Nagar colony 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,500036
1036,1036,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1050 sqft,"           	 			           	 			13,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Dilsukh Nagar, NH  ",500060
1037,1037,																																								2 BHK Apartment																									            	,								From Jan '20							,Semi-Furnished,Bachelors/Family,1050 sqft,"           	 			           	 			14,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	diamond hills Shaikpet 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,
1038,1038,																																								2 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1000 sqft,"           	 			           	 			15,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	New Nallakunta 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
1039,1039,																																								2 BHK Apartment																									            	,2,Unfurnished,Bachelors/Family,1250 sqft,"           	 			           	 			20,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Masab Tank 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
1040,1040,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1400 sqft,"           	 			           	 			20,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Pocharam, NH ",No code
1041,1041,																																								3 BHK Apartment																									            	,3,Semi-Furnished,Bachelors/Family,1500 sqft,"           	 			           	 			20,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Manikonda ou colony 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,500008
1042,1042,																																								2 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1150 sqft,"           	 			           	 			16,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	BHEL 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,N2P 3W6
1043,1043,																																								2 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1150 sqft,"           	 			           	 			15,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Isnapur, Outer Ring Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",No code
1044,1044,																																								3 BHK Builder Floor																									            	,,Bachelors/Family,3,1200 sqft,"           	 			           	 			18,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Chilkalguda 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,500061
1045,1045,																																								3 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,1834 sqft,"           	 			           	 			40,000           	 		"," 									 								 				             				             			             				         			            	My Home Avatar,  			            	 	                	 	                		 					            							          							         	Narsingi, Outer Ring Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",500089
1046,1046,																																								2 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,1340 sqft,"           	 			           	 			33,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Narsingi, Outer Ring Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",No code
1047,1047,																																								2 BHK Apartment																									            	,							Immediately			            ,Unfurnished,Bachelors/Family,855 sqft,"           	 			           	 			12,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Sivaji Nagar-Chandanagar 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,500133
1048,1048,																																								3 BHK Apartment																									            	,								From Jan '20							,Furnished,Bachelors/Family,1400 sqft,"           	 			           	 			30,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Toli Chowki 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,500008
1049,1049,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1775 sqft,"           	 			           	 			25,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Kismathpur 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
1050,1050,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1335 sqft,"           	 			           	 			18,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Uppal, NH ",No code
1051,1051,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1235 sqft,"12,000"," Sun City, Bandlaguda, Chevella Road ",No code
1052,1052,3 BHK Builder Floor,Immediately,Furnished,Bachelors/Family,1800 sqft,"35,000", Attapur ,No code
1053,1053,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1000 sqft,"11,000"," Shankar Nagar, Ramachandra Puram, NH ",No code
1054,1054,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,1560 sqft,"20,000", Gopal Nagar ,No code
1055,1055,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1100 sqft,"16,000", Kphb phase ,No code
1056,1056,2 BHK Builder Floor,Immediately,Furnished,Bachelors/Family,110 sqyrd,"10,000", Madannapet Colony ,No code
1057,1057,2 BHK Builder Floor,1,Furnished,Bachelors/Family,1050 sqft,"22,000", KPHB Colony ,No code
