,Unnamed: 0,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality,Postal_code
505,505,2 BHK Apartment,1,Semi-Furnished,Bachelors,1100 sqft,"12,500", Gandhinagar-Indira Park Road ,No code
506,506,1 BHK Apartment,North,Unfurnished,Bachelors/Family,read more,"8,000"," Sri Sai Varshith Residency, Beeramguda, Ramachandra Puram, NH ",502032
507,507,3 BHK Apartment,2,Semi-Furnished,Family,1580 sqft,"45,000"," Sri Vidhya Petals, Hitech City ",500081
508,508,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1504 sqft,"19,000", Friends Colony ,No code
509,509,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1800 sqft,"30,000"," NCL Sindhu, Dandamudi Enclave, Jeedimetla ",500067
510,510,1 BHK Builder Floor,2,Unfurnished,Bachelors/Family,read more,"15,000", Hasanath,560043
511,511,2 BHK Apartment,From Jan '20,Semi-Furnished,Bachelors/Family,1405 sqft,"27,000", Puppalaguda ,No code
512,512,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1495 sqft,"32,000"," Honer Vivantis, Gopanapalli ",500046
513,513,2 BHK Apartment,4,Semi-Furnished,Bachelors/Family,1600 sqft,"12,500"," Mallampet, Outer Ring Road ",No code
514,514,2 BHK Apartment,1,Semi-Furnished,Bachelors,1000 sqft,"13,500", SBI Colony-Kothapet ,500035
515,515,2 BHK Builder Floor,1,Semi-Furnished,Bachelors/Family,1100 sqft,"13,000", Trimulgherry ,No code
516,516,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1000 sqft,"16,000"," Sai Vardhini Residency, Nizampet ",500090
517,517,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1100 sqft,"9,000"," Raghavendra Nagar, Hayathnagar, NH ",No code
518,518,1 BHK Apartment,1,Unfurnished,Bachelors/Family,,"5,000", Falaknuma,500053
519,519,3 BHK Apartment,1,Semi-Furnished,Family,1300 sqft,"15,000"," Swamy Towers, Hyderguda ",500048
520,520,1 BHK Apartment,Immediately,Furnished,Family,read more,"15,000"," Uppal, NH ",No code
521,521,3 BHK Apartment,East,Semi-Furnished,Bachelors/Family,2452 sqft,"48,000", Kothaguda ,No code
522,522,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1620 sqft,"28,500", Gajularamaram ,No code
523,523,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1250 sqft,"18,000", Nizampet ,No code
